City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Tigil,RU,2020-10-30 22:57:47,57.8,158.67,34.14,89,100,3.18
271,Takoradi,GH,2020-10-30 22:57:48,4.88,-1.76,78.71,83,57,4.92
272,Sao Filipe,CV,2020-10-30 22:57:48,14.9,-24.5,81.64,59,86,15.61
273,Itaituba,BR,2020-10-30 22:57:48,-4.28,-55.98,75.92,93,94,3.47
274,Kumluca,TR,2020-10-30 22:57:48,36.37,30.29,66.36,70,16,3.76
275,Umm Lajj,SA,2020-10-30 22:57:49,25.02,37.27,78.21,43,0,5.55
276,Talara,PE,2020-10-30 22:57:49,-4.58,-81.27,65.08,84,95,13.33
277,Cape Coast,GH,2020-10-30 22:57:49,5.11,-1.25,78.55,84,83,5.06
278,Biak,ID,2020-10-30 22:57:49,-0.91,122.88,77.41,82,97,8.55
279,Ilo,PE,2020-10-30 22:57:49,-17.64,-71.34,63.54,77,62,5.53
280,Gari,RU,2020-10-30 22:57:50,59.43,62.35,31.8,96,97,10.38
281,Namatanai,PG,2020-10-30 22:57:50,-3.67,152.43,84.88,65,57,5.14
282,Mayskiy,RU,2020-10-30 22:57:50,47.69,40.1,55.4,100,40,4.47
283,Flinders,AU,2020-10-30 22:57:50,-34.58,150.86,64.0,95,100,11.99
284,Half Moon Bay,US,2020-10-30 22:56:30,37.46,-122.43,72.0,76,1,14.99
285,Turinsk,RU,2020-10-30 22:57:51,58.05,63.7,30.51,96,55,8.7
286,Lavrentiya,RU,2020-10-30 22:57:51,65.58,-171.0,22.78,86,80,8.61
287,Srandakan,ID,2020-10-30 22:57:52,-7.94,110.25,77.94,85,98,2.71
288,Vanderhoof,CA,2020-10-30 22:57:52,54.02,-124.02,42.08,74,0,8.86
289,Cabedelo,BR,2020-10-30 22:57:52,-6.98,-34.83,78.8,83,20,6.93
290,Camargo,MX,2020-10-30 22:57:52,27.67,-105.17,73.67,22,64,13.11
291,Soni,TZ,2020-10-30 22:57:53,-4.85,38.37,60.4,96,45,1.34
292,Avera,US,2020-10-30 22:57:53,33.19,-82.53,66.2,63,1,3.36
293,Kieta,PG,2020-10-30 22:57:53,-6.22,155.63,82.89,74,92,6.85
294,Coquimbo,CL,2020-10-30 22:57:53,-29.95,-71.34,57.2,76,20,11.41
295,Sioux Lookout,CA,2020-10-30 22:57:54,50.1,-91.92,28.4,79,90,8.05
296,Turtas,RU,2020-10-30 22:57:54,58.94,69.13,29.35,98,97,8.03
297,Muzambinho,BR,2020-10-30 22:57:54,-21.38,-46.53,64.22,95,100,7.09
298,Vestmannaeyjar,IS,2020-10-30 22:57:54,63.44,-20.27,46.09,74,47,22.39
299,Victor Harbor,AU,2020-10-30 22:57:55,-35.57,138.62,57.99,77,87,1.01
300,Praia,CV,2020-10-30 22:57:55,14.92,-23.51,78.8,74,20,21.92
301,Norman Wells,CA,2020-10-30 22:57:55,65.28,-126.83,14.0,92,90,4.7
302,Dayong,CN,2020-10-30 22:57:55,25.02,118.29,68.0,60,0,15.66
303,Tondano,ID,2020-10-30 22:57:56,1.3,124.91,77.0,88,20,1.43
304,Ugoofaaru,MV,2020-10-30 22:57:56,5.67,73.0,82.2,75,62,8.34
305,Santa Cruz Del Sur,CU,2020-10-30 22:57:56,20.71,-78.0,80.94,79,37,2.51
306,Enshi,CN,2020-10-30 22:57:56,30.3,109.48,58.53,84,100,0.54
307,Krutinka,RU,2020-10-30 22:57:57,56.01,71.51,31.62,97,78,10.16
308,Bodo,NO,2020-10-30 22:57:04,67.28,14.4,39.2,55,0,18.34
309,Clinton,US,2020-10-30 22:57:57,42.59,-82.92,37.0,64,90,11.41
310,Hualmay,PE,2020-10-30 22:57:57,-11.1,-77.61,63.81,82,99,5.39
311,Horodnytsya,UA,2020-10-30 22:57:57,50.81,27.32,40.32,92,13,4.38
312,Nanortalik,GL,2020-10-30 22:57:58,60.14,-45.24,28.67,92,99,6.6
313,Katsuura,JP,2020-10-30 22:57:58,35.13,140.3,55.99,54,20,13.87
314,Ngunguru,NZ,2020-10-30 22:57:58,-35.62,174.5,73.99,73,60,10.0
315,Tabou,CI,2020-10-30 22:57:59,4.42,-7.35,77.65,91,94,7.34
316,San Andres,CO,2020-10-30 22:57:59,12.58,-81.7,75.2,100,90,6.93
317,Hofn,IS,2020-10-30 22:57:59,64.25,-15.21,45.52,80,71,26.35
318,Mlonggo,ID,2020-10-30 22:57:59,-6.53,110.7,81.41,73,96,3.04
319,Port Blair,IN,2020-10-30 22:57:59,11.67,92.75,80.35,84,92,11.27
320,Sistranda,NO,2020-10-30 22:58:00,63.73,8.83,46.4,100,75,10.29
321,Port-Gentil,GA,2020-10-30 22:58:00,-0.72,8.78,78.8,94,40,5.82
322,Mandan,US,2020-10-30 22:54:57,46.83,-100.89,37.4,100,90,16.11
323,Husavik,IS,2020-10-30 22:54:04,66.04,-17.34,33.8,78,0,4.7
324,Verkhoyansk,RU,2020-10-30 22:58:01,67.54,133.38,-3.82,90,100,3.58
325,Nizwa,OM,2020-10-30 22:58:01,22.93,57.53,62.89,43,0,2.28
326,Quelimane,MZ,2020-10-30 22:55:07,-17.88,36.89,72.34,94,0,2.08
327,Trapani,IT,2020-10-30 22:58:01,37.83,12.67,62.6,88,20,1.12
328,Bayog,PH,2020-10-30 22:58:02,7.87,123.07,78.64,83,86,2.13
329,Bandarbeyla,SO,2020-10-30 22:58:02,9.49,50.81,77.32,84,4,8.41
330,Bozeman,US,2020-10-30 22:54:02,45.68,-111.04,66.0,18,1,25.28
331,Rio De Janeiro,BR,2020-10-30 22:55:11,-22.9,-43.21,69.8,94,90,29.97
332,Trairi,BR,2020-10-30 22:58:02,-3.28,-39.27,78.73,76,26,8.28
333,Westport,US,2020-10-30 22:57:29,41.14,-73.36,39.2,80,90,8.05
334,Palasa,IN,2020-10-30 22:58:03,18.77,84.42,73.87,53,82,3.67
335,Luau,AO,2020-10-30 22:58:03,-10.71,22.22,65.05,93,55,2.84
336,Hami,CN,2020-10-30 22:58:04,42.8,93.45,33.06,76,0,4.79
337,Sigli,ID,2020-10-30 22:58:04,5.38,95.96,78.58,74,83,4.47
338,Dubbo,AU,2020-10-30 22:58:04,-32.25,148.62,59.0,77,90,5.82
339,Buenos Aires,AR,2020-10-30 22:58:05,-34.61,-58.38,61.0,59,0,11.41
340,Alugan,PH,2020-10-30 22:58:05,12.22,125.48,82.09,81,100,13.35
341,Kuzhithurai,IN,2020-10-30 22:58:05,8.32,77.18,80.6,83,40,1.12
342,Kinshasa,CD,2020-10-30 22:57:13,-4.32,15.32,75.2,94,20,5.82
343,Kidal,ML,2020-10-30 22:58:06,18.44,1.41,78.37,17,0,11.48
344,Vaitape,PF,2020-10-30 22:58:06,-16.52,-151.75,79.74,82,1,15.21
345,Krasnokholm,RU,2020-10-30 22:58:06,51.6,54.16,44.55,57,100,9.13
346,Kirakira,SB,2020-10-30 22:58:07,-10.45,161.92,83.93,64,87,3.89
347,Atar,MR,2020-10-30 22:58:07,20.52,-13.05,84.47,16,40,8.43
348,Lac,AL,2020-10-30 22:58:07,41.64,19.71,50.0,87,0,4.7
349,Ratnagiri,IN,2020-10-30 22:58:07,16.98,73.3,77.04,65,16,5.08
350,Karratha,AU,2020-10-30 22:56:17,-20.74,116.85,78.6,56,0,2.66
351,Rincon,US,2020-10-30 22:58:08,32.3,-81.24,71.6,53,1,6.93
352,Boende,CD,2020-10-30 22:58:08,-0.22,20.87,70.27,94,95,2.13
353,Deputatskiy,RU,2020-10-30 22:58:09,69.3,139.9,3.09,95,100,1.28
354,Lazaro Cardenas,MX,2020-10-30 22:58:09,17.96,-102.2,83.48,73,8,7.02
355,Awjilah,LY,2020-10-30 22:58:09,29.11,21.29,63.1,74,17,9.62
356,Lorengau,PG,2020-10-30 22:58:09,-2.02,147.27,85.03,66,94,2.37
357,La Rochelle,FR,2020-10-30 22:58:10,46.17,-1.15,55.4,87,0,6.93
358,Kichera,RU,2020-10-30 22:58:10,55.94,110.1,20.95,86,95,4.43
359,Praia Da Vitoria,PT,2020-10-30 22:58:10,38.73,-27.07,71.6,83,40,10.25
360,Ko Samui,TH,2020-10-30 22:58:11,9.54,99.94,82.42,71,87,2.06
361,Severnoye,RU,2020-10-30 22:58:11,56.35,78.36,33.35,97,100,8.03
362,Fort-Shevchenko,KZ,2020-10-30 22:58:11,44.51,50.26,54.68,41,0,18.3
363,Bengkulu,ID,2020-10-30 22:58:11,-3.8,102.27,74.86,87,65,3.78
364,Tura,IN,2020-10-30 22:58:11,25.52,90.22,71.65,85,86,3.91
365,Palapye,BW,2020-10-30 22:58:12,-22.55,27.13,74.41,28,0,14.99
366,Faya,SA,2020-10-30 22:58:12,18.39,42.45,59.0,41,0,1.21
367,Galesong,ID,2020-10-30 22:58:12,-5.32,119.37,81.55,72,62,4.61
368,Nouadhibou,MR,2020-10-30 22:58:12,20.93,-17.03,66.2,88,1,16.11
369,Loa Janan,ID,2020-10-30 22:58:13,-0.58,117.09,75.04,96,100,1.25
370,Lubao,PH,2020-10-30 22:58:13,14.92,120.55,77.0,83,75,2.24
371,Provideniya,RU,2020-10-30 22:58:13,64.38,-173.3,24.78,89,98,7.63
372,Keflavik,IS,2020-10-30 22:58:13,64.0,-22.56,41.0,100,90,6.93
373,Vardo,NO,2020-10-30 22:58:14,70.37,31.11,30.2,86,75,19.46
374,Barra Patuca,HN,2020-10-30 22:58:14,15.8,-84.28,81.41,79,100,5.64
375,Narsaq,GL,2020-10-30 22:58:14,60.92,-46.05,24.8,73,40,3.36
376,Carballo,ES,2020-10-30 22:58:14,43.21,-8.69,60.8,82,40,10.29
377,Haimen,CN,2020-10-30 22:58:15,23.19,116.61,64.4,77,0,2.24
378,Yizheng,CN,2020-10-30 22:58:15,24.67,103.43,54.97,99,79,3.58
379,Ahipara,NZ,2020-10-30 22:58:15,-35.17,173.17,68.4,74,24,12.24
380,Pingzhuang,CN,2020-10-30 22:58:15,42.04,119.29,45.5,58,100,11.86
381,Adrar,MR,2020-10-30 22:58:16,20.5,-10.07,83.66,15,91,9.31
382,Hay River,CA,2020-10-30 22:58:16,60.82,-115.8,23.0,79,100,4.7
383,Pontianak,ID,2020-10-30 22:58:16,-0.03,109.33,75.94,92,86,3.09
384,Waw,SS,2020-10-30 22:58:16,7.7,28.0,74.12,87,100,4.45
385,Chiredzi,ZW,2020-10-30 22:58:17,-21.05,31.67,74.17,49,0,9.33
386,Salalah,OM,2020-10-30 22:58:17,17.02,54.09,75.2,69,0,6.93
387,Manthani,IN,2020-10-30 22:58:17,18.65,79.67,68.72,76,0,3.47
388,Numan,NG,2020-10-30 22:58:17,9.47,12.03,79.38,34,94,2.53
389,Pizarro,CO,2020-10-30 22:58:18,4.95,-77.37,78.31,82,54,5.68
390,Muros,ES,2020-10-30 22:58:18,42.78,-9.06,61.0,84,27,7.0
391,Nishihara,JP,2020-10-30 22:58:18,26.18,127.76,71.6,68,20,5.82
392,Larsnes,NO,2020-10-30 22:58:19,62.2,5.58,48.0,84,100,10.0
393,Tucuman,AR,2020-10-30 22:58:19,-26.82,-65.22,77.0,23,0,8.05
394,Broken Hill,AU,2020-10-30 22:58:19,-31.95,141.43,53.6,87,90,20.8
395,Henderson,US,2020-10-30 22:55:39,36.04,-114.98,80.01,10,1,1.77
396,Beruwala,LK,2020-10-30 22:58:20,6.48,79.98,78.26,83,100,3.29
397,Maine-Soroa,NE,2020-10-30 22:58:20,13.21,12.02,80.64,18,0,7.4
398,Gisborne,NZ,2020-10-30 22:58:20,-38.65,178.0,70.0,59,100,8.99
399,Bandrele,YT,2020-10-30 22:58:21,-12.91,45.19,78.8,78,0,3.36
400,Naryan-Mar,RU,2020-10-30 22:58:21,67.67,53.09,31.98,97,38,13.51
401,Ulladulla,AU,2020-10-30 22:58:21,-35.35,150.47,62.6,100,90,13.87
402,Mgandu,TZ,2020-10-30 22:58:21,-5.95,34.13,60.93,74,92,7.67
403,Vidalia,US,2020-10-30 22:58:22,32.22,-82.41,68.0,56,1,5.3
404,Coffs Harbour,AU,2020-10-30 22:58:22,-30.3,153.13,77.0,65,40,20.8
405,Frontera,MX,2020-10-30 22:58:22,26.93,-101.45,70.07,34,0,6.73
406,Yerbogachen,RU,2020-10-30 22:58:23,61.28,108.01,10.53,94,100,6.58
407,Atasu,KZ,2020-10-30 22:58:23,48.68,71.64,31.28,90,0,3.65
408,Port Hardy,CA,2020-10-30 22:58:23,50.7,-127.42,50.0,71,75,5.82
409,Abbotsford,CA,2020-10-30 22:55:06,49.06,-122.25,54.0,58,75,12.75
410,Tombouctou,ML,2020-10-30 22:58:24,20.0,-3.0,83.32,15,74,9.95
411,Payo,ID,2020-10-30 22:58:24,-3.75,103.64,73.13,93,71,1.88
412,Urucui,BR,2020-10-30 22:58:24,-7.23,-44.56,83.88,51,66,3.38
413,Lata,PT,2020-10-30 22:58:24,40.16,-8.33,61.0,93,0,2.24
414,Byron Bay,AU,2020-10-30 22:53:45,-28.65,153.62,82.0,61,60,16.11
415,Poya,NC,2020-10-30 22:58:25,-21.35,165.15,83.66,52,0,5.5
416,Gilgit,PK,2020-10-30 22:58:25,35.92,74.31,48.92,38,0,3.47
417,Bambanglipuro,ID,2020-10-30 22:58:25,-7.95,110.28,77.86,85,98,2.51
418,Partizanskoye,RU,2020-10-30 22:58:26,55.5,94.39,25.92,97,100,8.97
419,Tateyama,JP,2020-10-30 22:58:26,34.98,139.87,57.99,43,0,3.0
420,Jieshi,CN,2020-10-30 22:58:26,22.81,115.83,68.76,66,9,15.79
421,Mapimi,MX,2020-10-30 22:58:26,25.82,-103.85,78.8,25,20,7.18
422,Pandamatenga,BW,2020-10-30 22:58:27,-18.53,25.63,73.65,30,0,7.99
423,Oussouye,SN,2020-10-30 22:58:27,12.48,-16.55,78.8,94,0,2.24
424,La Mata,PA,2020-10-30 22:58:27,8.08,-80.88,77.14,88,36,7.81
425,Tadine,NC,2020-10-30 22:58:28,-21.55,167.88,78.58,73,2,13.91
426,Vila Velha,BR,2020-10-30 22:58:28,-20.33,-40.29,77.0,88,75,13.87
427,Padang,ID,2020-10-30 22:58:28,-0.95,100.35,77.9,77,91,3.83
428,Lebu,CL,2020-10-30 22:58:29,-37.62,-73.65,53.91,82,0,12.53
429,Zheleznodorozhnyy,RU,2020-10-30 22:58:29,55.75,38.0,41.0,86,75,4.47
430,Fairbanks,US,2020-10-30 22:53:37,64.84,-147.72,12.99,85,90,1.9
431,Balabac,PH,2020-10-30 22:58:29,7.99,117.06,81.27,82,100,7.83
432,Camopi,GF,2020-10-30 22:58:29,3.17,-52.32,81.86,64,44,6.96
433,Seoul,KR,2020-10-30 22:54:47,37.57,126.98,48.2,70,1,3.69
434,Bilibino,RU,2020-10-30 22:58:30,68.05,166.44,5.31,89,100,1.36
435,Cam Ranh,VN,2020-10-30 22:58:30,11.92,109.16,78.8,83,20,3.36
436,Prieska,ZA,2020-10-30 22:58:31,-29.66,22.75,70.3,48,91,16.96
437,Cururupu,BR,2020-10-30 22:58:31,-1.83,-44.87,74.1,90,17,3.15
438,Santona,ES,2020-10-30 22:58:31,43.44,-3.46,57.99,100,0,1.12
439,Capreol,CA,2020-10-30 22:58:31,46.71,-80.92,28.99,45,5,4.7
440,Hobyo,SO,2020-10-30 22:58:32,5.35,48.53,80.37,79,31,12.66
441,Mapiripan,CO,2020-10-30 22:58:32,2.89,-72.13,82.15,73,91,4.54
442,Miyako,JP,2020-10-30 22:58:32,39.64,141.95,50.79,63,0,6.58
443,Jiexiu,CN,2020-10-30 22:58:32,37.02,111.91,49.59,50,30,9.62
444,Ayan,RU,2020-10-30 22:58:32,56.45,138.17,28.78,87,99,3.11
445,Gizo,SB,2020-10-30 22:58:33,-8.1,156.84,83.79,66,88,6.11
446,Verkhniy Avzyan,RU,2020-10-30 22:58:33,53.53,57.54,32.49,89,96,3.49
447,Pestovo,RU,2020-10-30 22:58:33,58.59,35.8,43.12,88,100,2.51
448,Dabuleni,RO,2020-10-30 22:58:33,43.8,24.08,44.6,75,5,9.17
449,Baykit,RU,2020-10-30 22:58:34,61.67,96.37,1.44,88,37,3.4
450,Manger,NO,2020-10-30 22:58:34,60.64,5.04,48.0,81,100,37.0
451,Ostersund,SE,2020-10-30 22:58:34,63.18,14.64,39.99,86,98,16.11
452,Beloha,MG,2020-10-30 22:58:34,-25.17,45.05,66.49,58,0,11.61
453,Show Low,US,2020-10-30 22:58:35,34.25,-110.03,64.4,22,1,11.41
454,Staryy Nadym,RU,2020-10-30 22:58:35,65.61,72.68,34.45,97,100,13.69
455,Guerrero Negro,MX,2020-10-30 22:58:35,27.98,-114.06,78.8,27,22,11.7
456,Itauna,BR,2020-10-30 22:56:38,-20.08,-44.58,70.68,86,100,6.24
457,Banjar,ID,2020-10-30 22:58:35,-8.19,114.97,78.19,80,65,3.8
458,Arman,RU,2020-10-30 22:58:36,59.7,150.17,30.33,98,100,10.74
459,Azul,AR,2020-10-30 22:58:36,-36.78,-59.86,52.77,56,0,4.41
460,Bad Frankenhausen,DE,2020-10-30 22:58:36,51.35,11.1,55.99,84,96,5.99
461,De Panne,BE,2020-10-30 22:58:37,51.08,2.59,57.2,93,61,11.41
462,Gat,IL,2020-10-30 22:57:03,31.61,34.76,73.99,100,45,4.79
463,Lira,UG,2020-10-30 22:58:37,2.23,32.91,63.9,93,94,1.52
464,Hurghada,EG,2020-10-30 22:58:37,27.26,33.81,77.0,57,0,5.82
465,Travesia,HN,2020-10-30 22:58:38,15.87,-87.9,82.99,78,40,14.99
466,Laguna,US,2020-10-30 22:58:38,38.42,-121.42,80.01,19,1,1.97
467,Alofi,NU,2020-10-30 22:58:38,-19.06,-169.92,78.8,78,90,19.46
468,Rafaela,AR,2020-10-30 22:58:38,-31.25,-61.49,63.0,40,70,1.01
469,Portales,US,2020-10-30 22:58:39,34.19,-103.33,69.8,28,1,16.11
470,Burlington,US,2020-10-30 22:55:32,39.88,-74.64,46.99,100,75,3.87
471,Ust-Ishim,RU,2020-10-30 22:58:39,57.69,71.17,31.75,98,100,6.67
472,Sulangan,PH,2020-10-30 22:58:39,11.14,123.72,83.34,78,100,16.87
473,Monforte De Lemos,ES,2020-10-30 22:58:40,42.52,-7.51,54.0,99,0,2.64
474,Bucerias,MX,2020-10-30 22:58:40,20.75,-105.33,84.2,74,20,9.17
475,Roma,US,2020-10-30 22:53:52,43.21,-75.46,37.4,51,1,4.7
476,Wonthaggi,AU,2020-10-30 22:58:40,-38.6,145.59,63.0,82,7,8.52
477,Marzuq,YE,2020-10-30 22:58:40,14.4,46.47,65.52,50,0,2.15
478,Ushtobe,KZ,2020-10-30 22:58:41,45.25,77.98,37.49,73,0,8.23
479,Port-Cartier,CA,2020-10-30 22:58:41,50.03,-66.87,33.8,55,24,6.93
480,Port Arthur,CN,2020-10-30 22:58:41,38.8,121.27,59.0,62,80,8.95
481,Touros,BR,2020-10-30 22:58:41,-5.2,-35.46,78.8,83,40,6.93
482,Hambantota,LK,2020-10-30 22:58:42,6.12,81.12,78.44,81,100,7.34
483,Barranca,PE,2020-10-30 22:58:42,-10.75,-77.77,62.78,84,100,6.08
484,Vostok,RU,2020-10-30 22:58:43,46.49,135.88,27.1,98,64,4.81
485,Dickinson,US,2020-10-30 22:58:43,29.46,-95.05,66.99,72,0,3.0
486,Malakal,SS,2020-10-30 22:58:43,9.53,31.66,74.8,81,100,2.84
487,Gebze,TR,2020-10-30 22:58:44,40.8,29.43,55.4,87,75,6.93
488,Saurimo,AO,2020-10-30 22:54:07,-9.66,20.39,65.23,95,100,2.42
489,Dingle,PH,2020-10-30 22:58:44,11.0,122.67,78.67,90,100,7.63
490,Sisimiut,GL,2020-10-30 22:58:44,66.94,-53.67,20.91,91,88,6.6
491,Khasan,RU,2020-10-30 22:58:45,42.43,130.64,43.34,66,44,3.06
492,Berlevag,NO,2020-10-30 22:58:45,70.86,29.09,28.4,86,75,10.29
493,Maceio,BR,2020-10-30 22:57:53,-9.67,-35.74,75.2,94,20,8.05
494,Mitu,CO,2020-10-30 22:58:20,1.2,-70.17,77.0,94,97,1.79
495,Olafsvik,IS,2020-10-30 22:58:46,64.89,-23.71,41.58,76,16,12.5
496,Kudat,MY,2020-10-30 22:58:46,6.88,116.85,75.2,100,40,8.05
497,Mapiri,BO,2020-10-30 22:58:46,-15.25,-68.17,66.24,77,84,0.22
498,Volkach,DE,2020-10-30 22:58:46,49.87,10.23,54.0,90,81,7.63
499,Makakilo City,US,2020-10-30 22:58:46,21.35,-158.09,84.2,58,20,14.99
500,Cecina,IT,2020-10-30 22:58:47,43.31,10.52,55.99,88,10,3.78
501,Abonnema,NG,2020-10-30 22:58:47,4.71,6.79,77.54,89,44,4.41
502,Ajaccio,FR,2020-10-30 22:58:04,42.0,8.92,57.2,87,90,5.82
503,Yei,SS,2020-10-30 22:58:47,4.09,30.68,66.29,94,97,2.35
504,Taikang,CN,2020-10-30 22:58:47,46.83,124.42,44.2,57,100,20.56
505,Palmer,US,2020-10-30 22:58:48,42.16,-72.33,32.0,100,40,4.7
506,Nhulunbuy,AU,2020-10-30 22:58:48,-12.23,136.77,84.2,66,0,9.17
507,Yantal,RU,2020-10-30 22:58:48,56.85,105.25,21.16,95,100,3.96
508,Oksfjord,NO,2020-10-30 22:58:48,70.24,22.35,30.2,74,20,16.11
509,Ogbomosho,NG,2020-10-30 22:58:49,8.13,4.25,74.03,76,68,3.22
510,Yinchuan,CN,2020-10-30 22:58:49,38.47,106.27,43.16,54,0,1.48
511,Margate,GB,2020-10-30 22:58:49,51.38,1.39,57.99,89,81,4.0
512,Antsohihy,MG,2020-10-30 22:58:49,-14.88,47.99,74.37,58,94,12.1
513,Aktash,RU,2020-10-30 22:58:50,50.3,87.73,8.49,90,49,2.48
514,Novoukrayinka,UA,2020-10-30 22:58:50,48.33,31.53,49.98,83,99,7.34
515,Leh,IN,2020-10-30 22:58:50,34.17,77.58,25.92,71,24,2.19
516,Chuy,UY,2020-10-30 22:58:50,-33.7,-53.46,53.46,86,76,6.89
517,Upata,VE,2020-10-30 22:58:26,8.01,-62.4,73.87,92,90,6.13
518,Lokoja,NG,2020-10-30 22:58:51,7.8,6.74,77.79,73,23,2.82
519,Fukue,JP,2020-10-30 22:58:51,32.69,128.84,62.58,67,2,20.11
520,Panguipulli,CL,2020-10-30 22:58:51,-39.63,-72.33,71.6,56,0,5.82
521,Ghugus,IN,2020-10-30 22:58:52,19.93,79.13,67.28,66,0,4.16
522,Coahuayana,MX,2020-10-30 22:58:52,18.73,-103.68,80.6,78,75,1.83
523,Chapais,CA,2020-10-30 22:58:52,49.78,-74.85,14.0,85,1,4.03
524,Nebaj,GT,2020-10-30 22:58:52,15.41,-91.15,71.6,56,75,6.93
525,Krasnaya Gora,RU,2020-10-30 22:58:52,53.0,31.6,48.2,100,90,4.47
526,Sao Jose Da Coroa Grande,BR,2020-10-30 22:58:53,-8.9,-35.15,77.32,87,100,10.29
527,Karapyshi,UA,2020-10-30 22:58:53,49.64,30.79,48.63,90,100,8.08
528,Gornyy,RU,2020-10-30 22:58:53,55.12,83.91,33.55,100,100,12.39
529,Kaputa,ZM,2020-10-30 22:58:53,-8.47,29.66,74.08,64,30,4.76
530,Valparaiso,CL,2020-10-30 22:58:50,-33.04,-71.63,57.99,82,40,4.7
531,Batsfjord,NO,2020-10-30 22:58:54,70.63,29.72,30.2,86,75,10.29
532,Sungai Padi,TH,2020-10-30 22:58:54,6.09,101.88,77.0,88,20,3.36
533,Asfi,MA,2020-10-30 22:58:54,32.3,-9.24,69.35,62,13,10.16
534,Ust-Tsilma,RU,2020-10-30 22:58:54,65.44,52.15,38.41,89,100,6.62
535,Dubrovytsya,UA,2020-10-30 22:58:55,51.57,26.57,44.01,85,49,4.85
536,Aguimes,ES,2020-10-30 22:58:55,27.91,-15.45,77.0,29,0,11.41
537,Acandi,CO,2020-10-30 22:58:55,8.51,-77.28,78.48,86,82,4.27
538,Ekhabi,RU,2020-10-30 22:58:55,53.51,142.97,34.7,85,100,5.84
539,Porto Walter,BR,2020-10-30 22:58:56,-8.27,-72.74,73.69,97,100,5.99
540,Cockburn Town,TC,2020-10-30 22:58:56,21.46,-71.14,86.0,70,40,9.17
541,Toropets,RU,2020-10-30 22:58:56,56.5,31.64,45.45,95,100,1.74
542,Athabasca,CA,2020-10-30 22:54:23,54.72,-113.29,28.4,86,100,5.82
